"ID","TYPE_INDEX","TYPE_ID","DESCRIPTION","STATUS","VERSION","LAST_MODIFIED_USER_ID","LAST_MODIFIED_USER_NAME","LAST_MODIFIED_DATE_TIME","LAST_OPERATION_TYPE","EFFECTIVE_START_DATE_TIME","EFFECTIVE_END_DATE_TIME"
"159","67","4","IFTR-1","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"160","68","4","Indicator Dye","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"161","69","4","INVERT SPACER","A","1","15112","Awang","2017/9/1 15:10:25.0000000","0","1-01/1/0 00:00:00.00000","2017/8/31 15:10:25.0000000"
"162","70","4","IPG-3","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"163","71","4","ISA-1","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"164","72","4","Isopropyl Alcohol","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"165","73","4","L-10L","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"166","74","4","LCC-1","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"167","75","4","LTR","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"168","76","4","LWA","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"169","77","4","MagOx","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"170","78","4","Methyl Alcohol (bulk)","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"171","79","4","Methyl Alcohol (drum)","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"172","80","4","MIBK","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"173","81","4","MicroMix","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"174","82","4","MS-1","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"175","83","4","MS-2","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"176","84","4","MS-3","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"177","85","4","Mudflush","A","1","15112","Awang","2017/9/1 15:10:25.0000000","0","1-01/1/0 00:00:00.00000","2017/8/31 15:10:25.0000000"
"178","86","4","Napthalene Flakes","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"179","87","4","NT-CI","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"180","88","4","OILSPERSE-G","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"181","89","4","OWDA","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"182","90","4","PA-1","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"183","91","4","Polyflake","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"184","92","4","SPC-II","A","3","15112","Awang","2017/1/16 00:00:00.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"185","93","4","QSR","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"186","94","4","QSR-2","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"187","95","4","Rock Salt (NaCl)","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"188","96","4","S-1, (nonionic)","A","1","15112","Awang","2017/9/1 15:10:25.0000000","0","1-01/1/0 00:00:00.00000","2017/8/31 15:10:25.0000000"
"189","97","4","S-101","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"190","98","4","S-103","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"191","99","4","S-2, (anionic)","A","1","15112","Awang","2017/9/1 15:10:25.0000000","0","1-01/1/0 00:00:00.00000","2017/8/31 15:10:25.0000000"
"192","100","4","S-3, (cationic)","A","1","15112","Awang","2017/9/1 15:10:25.0000000","0","1-01/1/0 00:00:00.00000","2017/8/31 15:10:25.0000000"
"193","101","4","S-300","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"194","102","4","SAPP","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"195","103","4","SCC-1L","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"196","104","4","SCC-3L","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"197","105","4","SI-12, scale inhibitor","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"198","106","4","SI-14, scale inhibitor","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"199","107","4","SilFume","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"200","108","4","Silica Flour - 200 Mesh","A","3","15112","Awang","2017/1/16 00:00:00.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"201","109","4","SMS","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"202","110","4","Soda Ash","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"203","111","4","SR-1, (scale remover)","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"204","112","4","SR-5, (scale remover)","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"205","113","4","StimSol 100 ","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"206","114","4","Super Spheres","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"207","115","4","Toluene","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"208","116","4","VISWEEP","A","1","15112","Awang","2017/9/1 15:10:25.0000000","0","1-01/1/0 00:00:00.00000","2017/8/31 15:10:25.0000000"
"209","117","4","WELLBLOCK T","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"210","118","4","WELLSEAL","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"211","119","4","WG-1","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"212","121","4","WG-1L","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"213","123","4","WM-2, (wax modifier)","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"214","124","4","WM-3, (wax modifier)","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"215","125","4","WM-4, (wax modifier)","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"216","126","4","WS-30","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"217","127","4","Xylene","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"219","129","4","IPG-4","A","0","0","","2008/3/20 15:21:11.6990000","0","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71296","130","4","KCl","","3","29747","awang","2017/3/14 14:33:24.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"71297","131","4","WG-3L","","1","56230","JMilburn","2010/2/9 11:02:07.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"71298","132","4","CR-2","","1","56230","JMilburn","2010/2/9 11:02:17.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"71302","133","4","ICA-8","","1","56230","JMilburn","2010/11/1 14:11:01.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"71303","134","4","ICA-8C","","1","56230","JMilburn","2010/11/1 14:11:15.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"71503","135","4","ACW-3","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71504","136","4","AI-4","A","2","29747","awang","2018/3/28 17:05:29.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71505","137","4","AI-7","A","2","29747","awang","2018/3/28 17:05:36.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71506","138","4","AI-8","A","2","29747","awang","2018/3/28 17:05:44.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71507","139","4","Breaker - O","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71508","140","4","CFL-6","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71509","141","4","CFL-6L","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71510","142","4","CFL-7","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71511","143","4","CFR-5","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71512","144","4","DDF-2","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71513","145","4","DF-2","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71514","146","4","DF-7011","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71515","147","4","GCA-1","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71516","148","4","Glacial Mix","A","1","33075","JZheng","2010/12/16 10:55:50.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71517","149","4","HTAI-4","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71518","150","4","IPG-2","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71519","151","4","LFR","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71520","152","4","LWD","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71521","153","4","ME-4","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71522","154","4","PS Flake","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71523","155","4","SSCI","A","2","29747","awang","2018/3/28 17:05:10.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71524","156","4","StimSol 200","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71525","157","4","Stim-Wett Max I","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71526","158","4","Stim-Wett Max II","A","2","29747","awang","2018/3/28 17:04:46.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71527","159","4","Stim-Wett Max III","A","2","29747","awang","2018/3/28 17:04:54.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71528","160","4","TAE-1","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71529","161","4","TAE-3","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71530","162","4","TDH","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"71531","163","4","WG-2L","A","1","33075","JZheng","2010/12/16 10:55:51.0000000","3","1-01/1/0 00:00:00.00000","9999/12/31 00:00:00.0000000"
"1000128","164","4","CDF-4P","","1","154277","KMaher","2013/1/8 08:36:48.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000539","165","4","DF-1","","1","1000342","pdoeleman","2014/11/6 15:59:57.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000540","166","4","CDF-3L","","1","1000342","pdoeleman","2014/11/6 16:00:07.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000541","167","4","LCF-6","","1","1000342","pdoeleman","2014/11/6 16:00:25.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000542","168","4","ASM-5","","1","1000342","pdoeleman","2014/11/6 16:01:00.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000543","169","4","FWC-1","","1","1000342","pdoeleman","2014/11/6 16:01:11.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000544","170","4","FWC-2","","1","1000342","pdoeleman","2014/11/6 16:01:23.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000545","171","4","Bentonite","","1","1000342","pdoeleman","2014/11/6 16:01:39.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000546","172","4","SCA-1","","1","1000342","pdoeleman","2014/11/6 16:01:53.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000547","173","4","MCR-5","","1","1000342","pdoeleman","2014/11/6 16:02:03.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000548","174","4","Invert Spacer","","1","1000342","pdoeleman","2014/11/6 16:02:26.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000549","175","4","SCA-7","","1","1000342","pdoeleman","2014/11/6 16:02:36.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000550","176","4","Mud Flush","","1","1000342","pdoeleman","2014/11/6 16:02:47.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000551","177","4","WWS-2L","","1","1000342","pdoeleman","2014/11/6 16:02:58.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000552","178","4","SCA-5","","1","1000342","pdoeleman","2014/11/6 16:03:11.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000553","179","4","LCL-7","","1","1000342","pdoeleman","2014/11/6 16:03:22.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000554","180","4","S-1","","1","1000342","pdoeleman","2014/11/6 16:03:32.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000555","181","4","S-2","","1","1000342","pdoeleman","2014/11/6 16:03:46.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000556","182","4","S-3","","1","1000342","pdoeleman","2014/11/6 16:03:56.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000557","183","4","SI-12","","1","1000342","pdoeleman","2014/11/6 16:04:15.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000558","184","4","SI-14","","1","1000342","pdoeleman","2014/11/6 16:04:26.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000559","185","4","SCA-6","","1","1000342","pdoeleman","2014/11/6 16:04:44.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000560","186","4","SR-1","","1","1000342","pdoeleman","2014/11/6 16:04:54.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000561","187","4","SR-5","","1","1000342","pdoeleman","2014/11/6 16:05:03.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000562","188","4","Visweep","","1","1000342","pdoeleman","2014/11/6 16:05:32.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000563","189","4","Wellblock 'T'","","1","1000342","pdoeleman","2014/11/6 16:05:46.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
"1000564","190","4","Wellseal","","1","1000342","pdoeleman","2014/11/6 16:05:56.0000000","1","1-01/1/0 00:00:00.00000","9999/12/31 23:59:59.0000000"
